iter	MultiClass
127	0.08545891921
128	0.08465509848
129	0.08387228059
130	0.08280339644
131	0.08205696824
132	0.08126691267
133	0.08042854643
134	0.07962452946
135	0.07902953652
136	0.07819311668
137	0.07771619039
138	0.07726738785
139	0.07667926701
140	0.07588429111
141	0.07496921254
142	0.07410659692
143	0.07358041097
144	0.07313918908
145	0.07232184386
146	0.07186504226
147	0.07125093986
148	0.07073133584
149	0.07021866792
150	0.06954142417
151	0.06897556954
152	0.06821421415
153	0.06766365128
154	0.06705211728
155	0.06647584371
156	0.06594986862
157	0.06532583944
158	0.06484742537
159	0.06432308803
160	0.06381334495
161	0.06343112319
162	0.06296624931
163	0.06236258544
164	0.06189036677
165	0.06150659273
166	0.06113835886
167	0.06074006173
168	0.06036003062
169	0.0598341329
170	0.05945372251
171	0.0589931215
172	0.05844598444
173	0.05788418726
174	0.05766326206
175	0.05721523043
176	0.05677478031
177	0.05644770107
178	0.0561025667
179	0.05588638695
180	0.05538406754
181	0.05507831484
182	0.05473636639
183	0.05438797127
184	0.05410691932
185	0.05365530283
186	0.05326910362
187	0.0529547233
188	0.05259520358
189	0.05222232833
190	0.05193023563
191	0.05164939396
192	0.05104678345
193	0.05071075227
194	0.05042110133
195	0.05005626206
196	0.0497337008
197	0.04949121181
198	0.04922964886
199	0.04895590762
200	0.04879772734
201	0.0484971518
202	0.04830853653
203	0.04811225499
204	0.04782278318
205	0.04751592209
206	0.04716301268
207	0.04688494999
208	0.04663850469
209	0.04641556723
210	0.04622144212
211	0.0459907924
212	0.04570892047
213	0.04548265324
214	0.04531666857
215	0.04514563469
216	0.04486717537
217	0.04457219484
218	0.04427409253
219	0.04389850103
220	0.04375253745
221	0.04353391267
222	0.04317132889
223	0.04300292175
224	0.04280901168
225	0.04252132161
226	0.04239502747
227	0.0423024789
228	0.04208518142
229	0.04183896654
230	0.04159325718
231	0.04137333761
232	0.04111736403
233	0.04087617077
234	0.04068177233
235	0.04040481958
236	0.04017273185
237	0.0399069333
238	0.03966932531
239	0.03947756966
240	0.03921158349
241	0.03907359667
242	0.03888195925
243	0.03871706228
244	0.03849649838
245	0.03828044664
246	0.03807170431
247	0.03785493399
248	0.03765018783
249	0.03748074403
250	0.03722655175
251	0.03704853853
252	0.03686013035
253	0.03671008541
254	0.03654957037
255	0.03638155914
256	0.03626319522
257	0.0361699579
258	0.03598975917
259	0.03574957527
260	0.03555315157
261	0.03533156247
262	0.03511652776
263	0.03495076495
264	0.03481186962
265	0.03468270189
266	0.0345375772
267	0.03437290788
268	0.03420554794
269	0.03404911916
270	0.03385974946
271	0.03375613483
272	0.03358208792
273	0.03339955585
274	0.0332293261
275	0.03307747616
276	0.03295253019
277	0.03281234679
278	0.03265539445
279	0.03252834468
280	0.03239991736
281	0.03224713292
282	0.03211110942
283	0.03195432354
284	0.03177825281
285	0.03164936887
286	0.03149197002
287	0.03134895037
288	0.03120641197
289	0.03110866716
290	0.03096809926
291	0.03082168523
292	0.03068387392
293	0.03052816603
294	0.03044915626
295	0.03029202106
296	0.03020613099
297	0.03007076605
298	0.02990405413
299	0.02975099581
300	0.02964705377
301	0.02952152955
302	0.02938278412
303	0.02926541191
304	0.02914350351
305	0.02900478909
306	0.02886505712
307	0.02873967144
308	0.02861630726
309	0.02847338484
310	0.02835807112
311	0.02821707433
312	0.02810068728
313	0.02798105191
314	0.02785343742
315	0.02771252475
316	0.02763470913
317	0.02754421402
318	0.02736655661
319	0.02727729368
320	0.02720640954
321	0.02711290755
322	0.02698852715
323	0.02685967676
324	0.0267344121
325	0.02664348249
326	0.02651602586
327	0.02635504846
328	0.0263049318
329	0.0262091914
330	0.02611925914
331	0.02603409089
332	0.02595740231
333	0.02585524472
334	0.02572153306
335	0.0256422916
336	0.0255425851
337	0.02545029765
338	0.02534741576
339	0.02526391914
340	0.02517560425
341	0.02510382741
342	0.02501766941
343	0.0249213138
344	0.02481111233
345	0.02466989175
346	0.02459352079
347	0.02453998257
348	0.02447865625
349	0.02438429516
350	0.02430331773
351	0.02423169949
352	0.02414013349
353	0.02405332852
354	0.02398488715
355	0.02393611224
356	0.02384652503
357	0.02376821459
358	0.02367494109
359	0.02360065526
360	0.02351444839
361	0.02341573941
362	0.02333602067
363	0.02327382115
364	0.02322233352
365	0.02313082194
366	0.02306289915
367	0.02301408083
368	0.02297025694
369	0.02293149502
370	0.02282006937
371	0.02273585388
372	0.02266109618
373	0.02262477247
374	0.02256821156
375	0.02248097335
376	0.02241175219
377	0.02230418991
378	0.02221229054
379	0.02214281225
380	0.02205091722
381	0.02202761816
382	0.02192704872
383	0.02186180025
384	0.02180762275
385	0.02171481698
386	0.02164318505
387	0.02157780698
388	0.02149384122
389	0.0214368606
390	0.02138348617
391	0.02134275189
392	0.02128457657
393	0.02121166675
394	0.02112925283
395	0.02105505796
396	0.02095362038
397	0.0209089796
398	0.02085810597
399	0.0207843405
400	0.02071077927
401	0.02067089392
402	0.0206175551
403	0.02054668948
404	0.02047410496
405	0.02040461599
406	0.02032324181
407	0.02026082653
408	0.02020554111
409	0.02015132191
410	0.02008365904
411	0.02004646872
412	0.019970794
413	0.01988380205
414	0.01984046897
415	0.01978222211
416	0.01971613634
417	0.01963590594
418	0.01957219395
419	0.01951326464
420	0.01944895585
421	0.01941020928
422	0.01932573294
423	0.01926881875
424	0.01919082021
425	0.01914230031
426	0.01909357031
427	0.01903419759
428	0.01896441409
429	0.01890214131
430	0.01886275084
431	0.01880596425
432	0.01876321434
433	0.01868877683
434	0.0186198823
435	0.01856302055
436	0.01850835018
437	0.01844106082
438	0.01837926561
439	0.0183569785
440	0.01831886251
441	0.01827372652
442	0.01820283347
443	0.01813550703
444	0.01809437586
445	0.01802975082
446	0.01798106
447	0.01793677005
448	0.01790946886
449	0.01786174835
450	0.01782830662
451	0.0177911006
452	0.01773604094
453	0.01768246211
454	0.01763867816
455	0.01758317283
456	0.01754680282
457	0.01750510176
458	0.01745623012
459	0.01741452162
460	0.01736162965
461	0.01731056029
462	0.01727813464
463	0.01724441864
464	0.01719877958
465	0.01714464266
466	0.01709844329
467	0.01705840983
468	0.01702933651
469	0.01700715328
470	0.01694659046
471	0.01689621195
472	0.01684939052
473	0.0167993723
474	0.0167515336
475	0.01670395683
476	0.0166507857
477	0.01659060672
478	0.01656481917
479	0.01652931828
480	0.01648541016
481	0.01642222911
482	0.01638670995
483	0.01635943076
484	0.01633020993
485	0.01630037226
486	0.01624714602
487	0.01620316853
488	0.0161661909
489	0.01613777534
490	0.01609393022
491	0.0160607904
492	0.01602097341
493	0.01596812835
494	0.01592219477
495	0.01588638532
496	0.01586696323
497	0.01583107927
498	0.0157897516
499	0.01575970641
500	0.01571630035
501	0.01565910173
502	0.0156181594
503	0.01557627444
504	0.01553112253
505	0.01548941637
506	0.0154439155
507	0.01541073705
508	0.01536952491
509	0.01532952354
510	0.0152798664
511	0.01524842762
512	0.01522025831
513	0.01518495786
514	0.01514979722
515	0.01511850825
516	0.01507819759
517	0.01504420567
518	0.0150010476
519	0.01496492676
520	0.01493698706
521	0.01489850987
522	0.0148734318
523	0.01486053904
524	0.01483356399
525	0.01479936705
526	0.01476281228
527	0.01471253153
528	0.01468593104
529	0.01463190222
530	0.01461104787
531	0.01456998962
532	0.01451794443
533	0.01447813732
534	0.01445274531
535	0.01442574255
536	0.0143815064
537	0.0143423757
538	0.01431123951
539	0.01427837436
540	0.01425629882
541	0.01422481054
542	0.01419029087
543	0.01415611375
544	0.01413408002
545	0.01409885043
546	0.01406414055
547	0.01403331596
548	0.01399888823
549	0.01396685454
550	0.01393684403
551	0.0139048468
552	0.01387144707
553	0.01383681005
554	0.01378797302
555	0.01376574119
556	0.01374028796
557	0.01370665102
558	0.01367926908
559	0.01364809312
560	0.01361852974
561	0.0135884052
562	0.01355959777
563	0.01352926569
564	0.01349144378
565	0.01345698694
566	0.01343107649
567	0.01341092766
568	0.01338379492
569	0.01335517692
570	0.01332472269
571	0.01330574
572	0.01327181415
573	0.01324654862
574	0.01322526077
575	0.01320264043
576	0.01318107809
577	0.01315645611
578	0.01312378749
579	0.01310115406
580	0.01308291508
581	0.01306287362
582	0.01302323842
583	0.01300503047
584	0.0129705621
585	0.01294520777
586	0.01293468858
587	0.01291689708
588	0.01288738781
589	0.01285019302
590	0.012825013
591	0.01279067947
592	0.01276949993
593	0.01273764906
594	0.01271928962
595	0.01269833899
596	0.01267247489
597	0.01264797304
598	0.01263124113
599	0.01261060318
600	0.01258580031
601	0.01255370349
602	0.01252301581
603	0.01250559702
604	0.01247652177
605	0.01244661317
606	0.01240458555
607	0.01237618396
608	0.01235622586
609	0.01233407285
610	0.01231045133
611	0.01229371256
612	0.01227494505
613	0.01225161167
614	0.01223059741
615	0.01220853524
616	0.01217293475
617	0.01215123198
618	0.01213605602
619	0.01211122908
620	0.01209567649
621	0.01208020068
622	0.01204416203
623	0.01201768978
624	0.01198983323
625	0.0119645769
626	0.01194035411
627	0.01191952224
628	0.01189645459
629	0.011867982
630	0.01184736925
631	0.01181671432
632	0.01179185422
633	0.01176852845
634	0.01174158713
635	0.01171499605
636	0.01169709175
637	0.01167803789
638	0.01165772818
639	0.01163447619
640	0.01160251275
641	0.01158799476
642	0.01156508924
643	0.01153646847
644	0.01151515844
645	0.01149125958
646	0.01146773073
647	0.01144020122
648	0.01141912456
649	0.0113993632
650	0.01137892783
651	0.01135619632
652	0.01134195867
653	0.01131496488
654	0.01129147902
655	0.01128040939
656	0.01126361361
657	0.01124077513
658	0.01121021332
659	0.01118688899
660	0.01116499389
661	0.01115269607
662	0.01113122013
663	0.0111078427
664	0.01107916898
665	0.01107215618
666	0.01105281757
667	0.01103650964
668	0.01101155712
669	0.01098276862
670	0.01096077308
671	0.01093934257
672	0.0109206088
673	0.01090731035
674	0.01089075206
675	0.01087004086
676	0.01085000956
677	0.01083736234
678	0.01080708977
679	0.01078979106
680	0.01077056994
681	0.01076223233
682	0.01073972564
683	0.01072339831
684	0.01070249236
685	0.01068771815
686	0.01065399373
687	0.01063045182
688	0.01061185777
689	0.01059683885
690	0.01057950221
691	0.01056254939
692	0.01054547943
693	0.01052722933
694	0.01051049247
695	0.01048907343
696	0.01047503939
697	0.01045541378
698	0.01044028941
699	0.01042458136
700	0.01040662982
701	0.01038932285
702	0.01037364238
703	0.01035570825
704	0.01034268873
705	0.01032511624
706	0.01030684985
707	0.01029541549
708	0.01026986857
709	0.01025591514
710	0.01023792004
711	0.0102192661
712	0.01020625907
713	0.01018841852
714	0.01017451778
715	0.01016333386
716	0.01014342348
717	0.01012494617
718	0.01010567416
719	0.01009170302
720	0.01007869218
721	0.01005735392
722	0.01004158396
723	0.01002453417
724	0.01000963415
725	0.009996240777
726	0.009979520297
727	0.00996261313
728	0.009940938591
729	0.009923220552
730	0.009906310161
731	0.009885881008
732	0.009865029612
733	0.009855515107
734	0.00984401848
735	0.00983105542
736	0.009817028494
737	0.009802442418
738	0.009785767602
739	0.009772545741
740	0.009753466498
741	0.009737313958
742	0.009722025568
743	0.009701616929
744	0.009676624145
745	0.009655239138
746	0.009639206722
747	0.009625478695
748	0.009619005741
749	0.00960864405
750	0.009599591419
751	0.009585035359
752	0.009571812223
753	0.00955716465
754	0.00954389633
755	0.00953188458
756	0.009520680637
757	0.009506285319
758	0.009494382192
759	0.009483776238
760	0.009464447908
761	0.009447465206
762	0.009439561329
763	0.009425002569
764	0.009415608199
765	0.009399205565
766	0.009386591908
767	0.009372425171
768	0.00935660249
769	0.009343863442
770	0.009330495241
771	0.009312006326
772	0.009293930969
773	0.009279601543
774	0.009266506547
775	0.009253524423
776	0.009235596324
777	0.009223292109
778	0.009208656531
779	0.009192473309
780	0.009175452857
781	0.009167431457
782	0.009153347279
783	0.009138984214
784	0.009114614608
785	0.009101712352
786	0.009095495775
787	0.0090834582
788	0.009076066992
789	0.009068934363
790	0.009047990879
791	0.009028286791
792	0.009013416769
793	0.008999041916
794	0.008985025963
795	0.008974020444
796	0.008958595346
797	0.008936485246
798	0.008925258257
799	0.008913971016
800	0.00890433197
801	0.008896943964
802	0.00888445993
803	0.008870410481
804	0.008862016782
805	0.008847668062
806	0.00883522254
807	0.008827904557
808	0.008813519605
809	0.008798684238
810	0.00878488163
811	0.008774590339
812	0.008763544404
813	0.008750409237
814	0.008735073632
815	0.008722196345
816	0.008709037183
817	0.008694602
818	0.008679578872
819	0.008669562071
820	0.008660114825
821	0.008640918935
822	0.008632284194
823	0.008618414468
824	0.008609680335
825	0.008594349783
826	0.008582664356
827	0.008572052739
828	0.008557650974
829	0.00854498103
830	0.008532602611
831	0.008520973107
832	0.008508744517
833	0.008494248593
834	0.008482818644
835	0.008468810223
836	0.008454884378
837	0.008446734833
838	0.008430229673
839	0.008417162268
840	0.00840750426
841	0.008401909658
842	0.008390196565
843	0.008378677314
844	0.008365454893
845	0.00834977047
846	0.008336659353
847	0.008324834506
848	0.008315619741
849	0.00830208316
850	0.008291588276
851	0.008278553045
852	0.008265944349
853	0.008249064746
854	0.008242835096
855	0.008234036432
856	0.008223846738
857	0.00821342422
858	0.008202798822
859	0.008188631898
860	0.008174712305
861	0.008161258338
862	0.008144345968
863	0.008132419141
864	0.008118944466
865	0.008107364864
866	0.008089450323
867	0.008083605179
868	0.008074123403
869	0.008066299755
870	0.0080555703
871	0.008044783974
872	0.008032013627
873	0.008018576139
874	0.008012709157
875	0.008001234023
876	0.007991143616
877	0.007981647621
878	0.007975248883
879	0.007969071433
880	0.007957319046
881	0.007946026238
882	0.007938786748
883	0.007933083046
884	0.007923511009
885	0.007910340065
886	0.007900874794
887	0.007892850731
888	0.007884921919
889	0.007876657471
890	0.007862498425
891	0.007850490932
892	0.007838193301
893	0.007827330094
894	0.007819861158
895	0.007810081332
896	0.0077982962
897	0.007788047117
898	0.007776796869
899	0.007766727536
900	0.007755675828
901	0.007745361791
902	0.007734127132
903	0.007724945595
904	0.007716604942
905	0.007702041387
906	0.007696514274
907	0.007684248371
908	0.007675448103
909	0.007669153472
910	0.007659508748
911	0.007652385088
912	0.007642872911
913	0.00763120567
914	0.007619711726
915	0.007610869465
916	0.007604562574
917	0.007594140918
918	0.007584140136
919	0.00757303518
920	0.007564397414
921	0.007557276914
922	0.007543664381
923	0.00753107206
924	0.007520661981
925	0.007510817381
926	0.007502772994
927	0.00748793178
928	0.007478110527
929	0.00747191033
930	0.007465443379
931	0.00745486283
932	0.007445601049
933	0.007435425185
934	0.007428627583
935	0.00742147714
936	0.00740799918
937	0.007392604471
938	0.007385303724
939	0.007372208533
940	0.007365996425
941	0.007356537047
942	0.007348010699
943	0.007338773822
944	0.007329207905
945	0.00731848048
946	0.007304718717
947	0.007291762577
948	0.007279899764
949	0.007271908423
950	0.007266175146
951	0.00725704648
952	0.007249287701
953	0.007240905536
954	0.007232015772
955	0.007223059386
956	0.007212777273
957	0.007204968644
958	0.007196815281
959	0.007185829667
960	0.007176433887
961	0.007170209393
962	0.007160042135
963	0.007154845788
964	0.007146899646
965	0.007139140594
966	0.007133224041
967	0.007126526844
968	0.0071188349
969	0.007108052764
970	0.007101981284
971	0.007092472457
972	0.007084391736
973	0.007074890152
974	0.007066201334
975	0.007057145618
976	0.007049580625
977	0.0070381932
978	0.007030808935
979	0.007022381754
980	0.007015956389
981	0.007006959448
982	0.00699602815
983	0.006988585327
984	0.006978250092
985	0.006970951447
986	0.006961846505
987	0.00695457097
988	0.006946394486
989	0.006937485413
990	0.00693079112
991	0.006918621387
992	0.006912263419
993	0.006904339457
994	0.006895135387
995	0.006885732214
996	0.00687717328
997	0.006871681475
998	0.006860147762
999	0.006852642739
